date,text,id,year
2011-02-21,At its meeting on February the Monetary Council reviewed the latest economic and financial developments and voted to leave the central bank base rate unchanged at. In the Monetary Councils judgement the pickup in economic activity is likely to continue over the next two years however the level of output will remain below potential throughout the period. Inflation is expected to be considerably above the Banks target in the coming quarters due to the significant costpush shocks hitting the economy. In terms of the mediumterm outlook for inflation the main risk is that expectations are unanchored due to a prolonged period of abovetarget inflation and therefore the adverse cost shocks may have secondround inflationary effects. Strong external demand is expected to remain the main driver of Hungarian economic growth this year with domestic demand likely to recover only gradually. The easing of tax burdens on personal incomes and the expected slow improvement in employment may stimulate household consumption however tight credit conditions and the sustained rise in commodity prices may act to restrain consumption. Large individual investment projects currently underway point to a pickup in wholeeconomy fixed investment but heightened uncertainty about the business environment and weak lending activity may press down on investment growth. The low level of core inflation and moderate earnings growth in the private sector are consistent with the view that weak domestic demand and high unemployment continue to exert discipline on price and wagesetting behaviour. However the economy has been hit by adverse costpush shocks. Rises in unprocessed food and fuel prices have led to the buildup of inflationary pressure in the economy. As a result inflation may remain significantly above the target this year. The extent to which the cost shocks feed through to consumer prices will be an important factor influencing movements in inflation over the medium term.The Council notes that it is important that the price and wagesetting decisions are consistent with significant spare capacity remaining in the economy and loose labour market conditions despite the temporary upward effects on prices. Potential increases in wages inconsistent with corporate performance may pose a threat to meeting the inflation target as well as to job security.Although risk premia on Hungarian financial assets have fallen markedly in the past month which may reflect lower perceptions of risks associated with some highdebt countries of the euro area and the slight recovery in confidence in domestic economic policy they continue to be high compared with those in other countries of Central and Eastern Europe. In the coming months the nature of the longterm structural budget measures to be announced by the Government may be a key factor shaping perceptions of the risks associated with the economy in addition to global factors.In the Monetary Councils judgement the policy tightening implemented in the past three months is likely to help bring inflation back close to the target after the firstround effects of the cost shocks wear off. The Council has therefore decided to leave interest rates unchanged. In the coming months the Council will decide whether to raise interest rates again after considering upside risks to inflation.The abridged minutes of todays Council meeting will be published at p.m. on March .MAGYAR NEMZETI BANK Monetary Council,74,2011
2011-03-28,At its meeting on March the Monetary Council reviewed the latest economic and financial developments and voted to leave the central bank base rate unchanged at. Members discussed the March issue of the MNBs Quarterly Report on Inflation. In the Councils judgement Hungarian economic growth is likely to pick up gradually over the forecast horizon however the level of output will remain below potential throughout the period. Inflation is expected to be considerably above the Banks target in the short term due to the costpush shocks hitting the economy but may fall back close to the target by the end of next year even without further monetary tightening. Looking ahead inflation is likely to continue to be dominated by the balance between two opposing forces. On the one hand weak domestic demand and high unemployment continue to exert discipline on price and wagesetting behaviour. On the other hand the economy has been hit by adverse costpush shocks the effects of which are expected to feed through to core inflation in the short term. According to the latest available data however the extent of this passthrough has been smaller than previously. Loose labour market conditions are allowing firms to restore their profitability by moderating earnings growth rather than by raising prices. The recent interest rate increases have been successful in reducing possible secondround effects of the cost shocks. On balance therefore inflation in is likely to remain significantly above the Banks target and then fall back to settle around it towards the end of next year. The Council judges that it may be necessary to maintain interest rates at their current level over a sustained period in order to meet the target for CPI inflation in. The Councils collective view that it is important that administered prices only change to the extent justified by cost increases and welcomes the Governments commitment in this area. Strong external demand is expected to remain the main driver of Hungarian economic growth this year with domestic demand likely to recover only gradually. Disbursements to members of real returns on their private pension fund contributions are likely to provide a temporary boost to household consumption with the reduction in the tax burden on personal incomes expected to provide a sustained stimulus. However the Governments planned fiscal adjustment measures may lead to a sharp fall in household disposable income in. If maintained over a sustained period current tight credit conditions in the household market may weigh down on consumption demand growth and reinforce the disinflationary effects from the real economy. Increased business uncertainty due to tight lending conditions the effects of windfall taxes and changes to corporate income tax regulations has been a drag on corporate investment activity recently. There is a significant risk that the productive capacity of the economy will expand more slowly over a prolonged period in response to weaker private sector investment. Perceptions of the risks associated with the Hungarian economy changed little in March following the improvement in previous months. The announcement of the Governments fiscal adjustment measures left risk premia broadly unaffected as it had already been priced in by the market. The Monetary Council has decided to leave interest rates unchanged in light of the above considerations. It is justified to maintain interest rates at their current level as long as economic developments are consistent with the path outlined in the Report. If incoming data suggest a greater passthrough from the cost shocks it may be necessary to tighten current monetary conditions in response to upside risks to inflation. However a slowerthanexpected recovery in lending and weakerthanexpected domestic demand may warrant a reduction in interest rates in the medium term. The abridged minutes of todays Council meeting will be published at p.m. on April. MAGYAR NEMZETI BANK Monetary Council,75,2011
2011-04-18,At its meeting on April the Monetary Council reviewed the latest economic and financial developments and voted to leave the central bank base rate unchanged at. In the Councils judgement Hungarian economic growth is likely to pick up gradually over the next months however the level of output will remain below potential throughout the period. Inflation is expected to be considerably above the target in the short term due to the costpush shocks hitting the economy but may fall back close to by the end of next year even without further monetary tightening. Looking ahead inflation is likely to continue to be dominated by the balance between two opposing forces. On the one hand the economy has been hit by adverse costpush shocks which are expected to feed through to core inflation in the short term. On the other hand weak domestic demand and high unemployment continue to exert discipline on price and wagesetting behaviour. Loose labour market conditions are allowing firms to restore their profitability by moderating earnings growth rather than by raising prices. The Councils past interest rate increases may also reduce possible secondround effects of the cost shocks. On balance therefore inflation is likely to remain significantly above in before falling back to around the target towards the end of next year as the firstround effects wear off. The Council judges that it may be necessary to maintain interest rates at their current level over a sustained period in order to meet the target for CPI inflation in. Strong external demand is expected to remain the main driver of Hungarian economic growth with domestic demand likely to recover only gradually. The rate of household consumption growth is expected to continue to be determined by the slow recovery in employment and subdued real earnings growth. Disbursements to members of real returns on their private pension fund contributions are likely to provide a temporary boost to consumption with the reduction in the tax burden on personal incomes expected to provide a sustained stimulus. However the Governments planned fiscal adjustment measures may lead to a sharp fall in disposable income in. If maintained over a sustained period current tight credit conditions in the household market may continue to hold back the recovery in consumption demand and reinforce the disinflationary effects from the real economy. The significant amount of spare capacity in the economy and uncertainty around the outlook for growth are impeding the recovery in corporate investment. Increased business uncertainty due to tight credit conditions and the effects of windfall taxes also acts as a drag on investment activity. The Monetary Council judges that there is a significant risk that the productive capacity of the economy will expand more slowly over a prolonged period in response to weaker private sector investment activity which in turn may dampen the disinflationary effects of weak domestic demand. Perceptions of the risks associated with the Hungarian economy have fallen recently as reflected in a decline in risk premia and an increase in demand for forintdenominated assets. In large part this is likely to have been driven by higher global investor demand for financial assets of countries of the CEE region. However it is difficult to judge how long this improvement will continue. The Monetary Council has decided to leave interest rates unchanged in light of the above considerations. It is justified to maintain interest rates at their current level as long as economic developments are consistent with the projection in the Banks March Quarterly Report on Inflation. If incoming data suggest a greater passthrough from the cost shocks it may be necessary to tighten current monetary conditions in response to upside risks to inflation. However a slowerthanexpected recovery in lending to households and weakerthanexpected domestic demand may warrant a reduction in interest rates in the medium term. The abridged minutes of todays Council meeting will be published at p.m. on May. MAGYAR NEMZETI BANK Monetary Council,76,2011
2011-05-16,At its meeting on May the Monetary Council reviewed the latest economic and financial developments and voted to leave the central bank base rate unchanged at. In the Councils judgement Hungarian economic growth is likely to pick up gradually over the next quarters however the level of output will remain below potential throughout the period. Inflation is expected to be significantly above the target in the short term due to the costpush shocks hitting the economy but may fall back close to by the end of next year even without further policy tightening. Inflation is likely to continue to be dominated by the balance between two opposing forces. On the one hand commodity prices particularly oil and agricultural prices continued to rise the upward effect of which was reflected in higher consumer prices. In addition core inflation picked up more sharply than the Council anticipated reflecting a strongerthanexpected passthrough of the marked rise in agricultural prices to food prices. On the other hand developments in services and traded goods prices suggest that weak domestic demand and high unemployment continue to exert discipline on price and wagesetting behaviour. Loose labour market conditions are allowing firms to restore their profitability by moderating earnings growth rather than by raising prices. The Councils past interest rate increases may reduce possible secondround effects of the cost shocks. As a result of these factors inflation is likely to be significantly above this year and then to fall back to settle around the target towards the end of next year as the firstround effects wear off. External demand is expected to remain the main driver of Hungarian economic growth in the coming quarters. There is no sign yet of a pickup in domestic demand. Looking ahead the rate of household consumption growth is expected to continue to be fundamentally determined by the slow recovery in employment and subdued earnings growth. Disbursements to members of real returns on their private pension fund contributions are likely to provide a temporary boost to household consumption with the reduction in the tax burden on personal incomes expected to provide a sustained stimulus. However the Governments planned fiscal adjustment measures may lead to a sharp fall in household disposable income in. If maintained over a sustained period current tight credit conditions in the household market may hold back the recovery in consumption demand and reinforce the disinflationary effects from the real economy. The significant amount of spare capacity in the economy and uncertainty around the external economic environment and the recovery in consumption are impeding the recovery in corporate investment. In addition tight lending conditions and increased business uncertainty continue to act as a drag on investment activity. The Monetary Council judges that there is a significant risk that the productive capacity of the economy will expand more slowly over a prolonged period in response to weaker private sector investment activity which in turn may dampen the disinflationary effects of weak domestic demand. There has been a reduction recently in perceptions of the risks associated with the Hungarian economy as reflected in a fall in risk premia and increased demand for forintdenominated assets. This may partly be explained by increased global investor demand for financial assets of emerging market economies. The Monetary Council has decided to leave interest rates unchanged in light of the above considerations. There remain both upside and downside risks to inflation. The abridged minutes of todays Council meeting will be published at p.m. on June. MAGYAR NEMZETI BANK Monetary Council,77,2011
2011-06-20,At its meeting on June the Monetary Council reviewed the latest economic and financial developments and voted to leave the central bank base rate unchanged at. The Monetary Council discussed and commented on the June issue of the MNBs Quarterly Report on Inflation prepared by Bank staff. In the Councils judgement the recovery of the Hungarian economy is likely to continue over the next two years however the level of output will remain below its potential throughout the period. Domestic demand is expected to recover only slowly and gradually. Consequently inflation may fall back to by the end of even without policy tightening despite the cost shocks hitting the economy. Inflation has increasingly been dominated by the balance between two opposing forces. On the one hand continued rises in commodity prices are feeding through into core inflation in the short term. On the other hand the disciplining effect on price and wagesetting of the persistent weakness in domestic demand and high unemployment is likely to become the dominant influence as the effects of the cost shocks wear off. Loose labour market conditions are allowing firms to restore their profitability by moderating wage growth. As a result inflation is likely to be materially above this year and then to fall back to the target towards the end of next year even without policy tightening. It may be necessary to maintain interest rates at their current level over a sustained period in order to meet the target for CPI inflation by the end of. In the Councils judgement domestic demand growth is expected to recover only slowly. The latest data show little sign yet of a pickup in household consumption. Indebted households may continue to adjust their balance sheets and maintain their high propensity to save for longer than previously expected. Disbursements to members of real returns on their private pension funds contributions are likely to provide a temporary boost to household consumption. By contrast the slow recovery in employment and the reduction in government expenditure required to stabilise fiscal balance are likely to lead to a fall in household disposable income in the short term and are only expected to result in higher income growth over the longer term through a sustained rise in employment. The factors influencing the recovery in private sector investment are weak domestic demand tight credit conditions and the effect of windfall taxes. Although a couple of large individual investment projects in manufacturing are likely to help bring about a recovery private sector investment is only expected to increase materially from mid. In the Councils judgement the decline in private sector investment in the past few years points to a persistently lower output path than previously expected. External demand is expected to remain the main driver of Hungarian economic growth in the short term due to the slowerthanexpected recovery of domestic demand. Global economic activity is expected to slow slightly but its effect on Hungarian exports may be offset by the implementation of largescale investment projects mainly in the car industry. The trade surplus reflecting strong export growth and weak imports due to subdued domestic demand is likely to make a significant contribution to economic growth over the next two years. Perceptions of the risks associated with the Hungarian economy have recently been shaped by the improvement in sentiment towards emerging market economies. Concerns over the sustainability of public debt in some euroarea periphery countries intensified however this had only limited impact on risk premia in countries of Central and Eastern Europe which was viewed as a positive development. Positive market reactions to the latest update of the Governments Convergence Programme and the interest rate premium on the forint may also have contributed to relative stability. The Monetary Council has decided to leave interest rates unchanged in light of the above considerations. Inflation is likely to be above target in the short term due to costpush pressures stemming from the rise in commodity prices. However owing to the disciplining effect on price and wagesetting of the persistent weakness in domestic demand and high unemployment the inflation target can be achieved at the end of by maintaining interest rates at their current level over a sustained period. There are both upside and downside risks to the baseline projection for inflation with the Council assigning different weights to them. Developments in commodity prices are a main source of uncertainty for the future course of interest rate policy. Further sustained increases in the prices of oil and agricultural products may make it necessary to increase interest rates in order to reduce inflationary pressures. A potential further decline in the risk premium on the forint in response to the fiscal adjustment may ease inflationary pressures through an appreciation of the forint exchange rate which in turn may provide scope for an easing of monetary conditions in the medium term. However the protracted debt crisis in the euroarea periphery may have adverse effects on perceptions about the risks associated with forint assets which in turn may warrant an increase in interest rates. The abridged minutes of todays Council meeting will be published at p.m. on July. MAGYAR NEMZETI BANK Monetary Council,78,2011
2011-07-26,At its meeting on July the Monetary Council reviewed the latest economic and financial developments and voted to leave the central bank base rate unchanged at. In the Councils judgement the Hungarian economy is likely to continue to pick up slowly over the next two years however the level of output will remain below its potential throughout the period. Domestic demand is expected to recover only gradually. Consequently inflation may fall back to by the end of even without policy tightening despite the cost shocks hitting the economy. The decline in consumer prices was in line with the monetary Councils previous expectations. Falling unprocessed food prices had a dampening influence on overall consumer price inflation however core inflation continued to rise as a result of higher commodity prices. The restraining effect on price and wagesetting of the persistent weakness in domestic demand and high unemployment in addition to moderate movements in administered prices is likely to be a key determinant of inflation as the effects of the cost shocks wear off. It may be necessary to maintain interest rates at their current level over a sustained period in order to meet the target for CPI inflation by the end of. External demand is expected to remain the main driver of Hungarian economic growth in the short term with domestic demand growth likely to recover only slowly. The pace of global economic activity is expected to ease slightly but this effect on Hungarian exports may be offset by the implementation of largescale investment projects mainly in the car industry. The trade surplus is likely to remain high reflecting strong export growth and weak imports due to subdued domestic demand. The latest data on household consumption show little sign of a pickup. Disbursements of real returns on private pension funds are likely to provide a temporary boost to consumption. However the recent appreciation of the Swiss franc may lead to an increase in monthly instalments on existing household debt. If the strength of the franc were to persist it would take longer for households to adjust their balance sheets which may act as a drag on consumption growth. This in turn may result in lower inflation. The generalised increase in risk aversion due to the escalation of the euroarea sovereign debt crisis also had an impact on countries of the CEE region including Hungary. The deepening of the crisis could lead to persistently high risk aversion which would be reflected in increased yields on government securities and interbank rates as well as in a depreciation of the forint against the currencies of developed countries. In addition a deepening of the crisis could cause a slowdown in euroarea activity which would negatively affect the outlook for Hungarian economic growth through lower external demand. The Monetary Council has decided to leave interest rates unchanged in light of the above considerations. In terms of the Councils future interest rate policy a prolongation of the euroarea debt crisis represents the most important source of risk. Over the period ahead the Councils interest rate decisions may be influenced by the extent to which measures to solve the euroarea debt crisis will prove successful and by expected developments in domestic inflation. The abridged minutes of todays Council meeting will be published at p.m. on August. MAGYAR NEMZETI BANK Monetary Council,79,2011
2011-08-23,At its meeting on August the Monetary Council reviewed the latest economic and financial developments and voted to leave the central bank base rate unchanged at. In the Councils judgement the recovery of the Hungarian economy is likely to continue over the next two years however the level of output will remain below its potential throughout the period. Domestic demand is expected to remain subdued. Consequently inflation may settle around the Banks target by the end of even without policy tightening despite the cost shocks hitting the economy. The decline in consumer prices in recent months was in line with the Monetary Councils expectation. Inflation fell back to close to in July partly as a result of a decline in unprocessed food prices and strict measures taken against attempts to raise administered prices. By contrast core inflation continued to rise due to the passthrough of higher commodity prices. The restraining effect on price and wagesetting of the persistent weakness in domestic demand and high unemployment is likely to be a key determinant of inflation as the firstround effects of the cost shocks wear off however consumer price inflation may remain above target in the coming months. It may be necessary to maintain interest rates at their current level over a sustained period in order to meet the target for CPI inflation in the medium term. The picture painted by the latest data on economic activity was weaker than the Monetary Council expected. External demand has recently been the main driver of economic growth however there is some evidence that global activity is slowing. The effect of the global slowdown on Hungarian exports may be partly offset by the implementation of largescale investment projects mainly in the car industry. The trade surplus is expected to remain high as export growth slows and imports weaken reflecting subdued domestic demand. The Council maintains its view that household consumption is unlikely to pick up significantly in the near future. It may take longer for households to adjust their balance sheets as a result of the recent appreciation of the Swiss franc which in turn may delay the recovery in consumption growth. Tight credit conditions and uncertainty surrounding the global economic environment and domestic consumption continue to impede the recovery in corporate investment. Hungary has also been affected by the decline in global risk appetite due to the euroarea sovereign debt crisis and uncertainty surrounding the outlook for growth in developed countries. The Monetary Council has decided to leave interest rates unchanged in light of the above considerations. Over the period ahead the Councils interest rate decisions may be influenced by the success of measures to solve the euroarea debt crisis in addition to expected developments in domestic inflation. The abridged minutes of todays Council meeting will be published at p.m. on September. MAGYAR NEMZETI BANK Monetary Council,80,2011
2011-09-20,The Monetary Council discussed and commented on the September issue of the MNBs Quarterly Report on Inflation prepared by Bank staff. In the Councils judgement Hungarian economic growth is likely to remain subdued over the next two years with the level of output remaining below its potential throughout the period. Mediumterm upside risks to inflation have fallen due to weak domestic demand. Inflation may fall back to by the beginning of as the effects of cost shocks and increases in indirect taxes wear off. The Monetary Council is closely monitoring developments in taxadjusted core inflation in addition to movements in the consumer price index. The deteriorating outlook for economic activity points to a decline in inflation from the demand side. Higher commodity and fuel prices in the first half of the year fed through to core inflation as reflected mainly in rises in processed food prices. The increases in VAT and excise duties are likely to raise the consumer price index considerably for a short period however inflationary pressures from the demand side continue to be extremely low. Subdued inflationary pressures from the demand side are likely to become the dominant factor in developments in annual CPI inflation as the impact of the cost shocks and the increase in indirect taxes gradually fade. In the Councils judgement the outlook for Hungarian growth has deteriorated significantly in the past quarter. Domestic demand is likely to be persistently low reflecting the prolonged process of balance sheet adjustment by households and the further tightening in credit conditions. It is unlikely that the reduction in personal income taxation and disbursements to members of their private pension fund contributions this year will be sufficient to boost domestic household consumption which has been subdued for some time. The high degree of uncertainty surrounding the outlook for incomes and high levels of debt are impeding the recovery in consumption growth. Investment activity is likely to be extremely subdued due to uncertainty in the business climate the tightening in credit conditions and the deterioration in the outlook for activity. Large individual investment projects implemented in manufacturing will only partly offset weak investment activity. Service sector investment is unlikely to pick up due to a significant margin of spare capacity. Household investment is likely to reach its trough at the end of this year but is expected to remain flat thereafter. The slowdown in global growth and the prolonged problems of the European banking sector point to a more adverse external environment in Hungarys export markets which is likely to weigh on domestic export growth. However the large investment projects mainly in the car industry will partly offset this effect as they gradual start to produce output. As a result Hungarys export market share may rise in. Exports are likely to remain the driver of growth over the next two years despite the slowdown in external demand. Risk premia have risen in the past month and the forint exchange rate has weakened. The increase in perceptions of the risks associated with the Hungarian economy was mainly accounted for by the deteriorating outlook for global growth and the protracted debt crisis of the euro area. The option for households to repay their foreign currency debt at belowmarket rate represents a significant source of uncertainty in terms of Hungarys risk perceptions. There is a risk that the programme will cause a major setback in the domestic banking sectors ability to lend and companies reduced access to bank credit may lead to a further deterioration in the outlook for Hungarian growth. In the Councils judgement increased volatility in financial markets observed recently may persist for some time. The Monetary Council has decided to leave interest rates unchanged in light of the above considerations. Uncertainty in financial markets warrants a waitandsee policy stance. The abridged minutes of todays Council meeting will be published at p.m. on October. MAGYAR NEMZETI BANK Monetary Council,81,2011
2011-10-25,At its meeting on October the Monetary Council reviewed the latest economic and financial developments and voted to leave the central bank base rate unchanged at. In the Councils judgement economic growth is likely to remain subdued over the next two years with the level of output remaining below its potential throughout the period. In the short run inflation is likely to pick up as a result of certain Government measures and a depreciating exchange rate. It is then expected to moderate in the weak demand environment as the effects of the cost shocks and indirect tax increases wear off. However there is considerable uncertainty around the degree and time path of disinflation as developments in inflation have been affected by several shocks in the short term. In the Councils judgement the outlook for growth has worsened significantly recently. Consumption demand is likely to be persistently low reflecting the protracted process of balance sheet adjustment by households uncertain income prospects and the further tightening in credit conditions. Significant fiscal adjustment next year is also likely to act as a brake on domestic demand growth. In the uncertain economic environment the tightening in credit conditions and the weaker outlook for growth are likely to be a drag on investment activity. Corporate profitability is expected to fall reflecting rising labour costs due to the increase in the minimum wage and the tightening in the rules on writeoffs of losses incurred in previous years. As a result corporate investment activity may fall in which will be only partly offset by a couple of large individual investment projects implemented in manufacturing and the use of EU development funds. Service sector investment is unlikely to pick up due to the significant margin of spare capacity. Household investment may reach its trough at the end of this year but is expected to remain flat thereafter. Domestic lending continues to make little contribution to economic growth. Rolling over shortterm external funding has become more expensive and difficult for banks due to the sovereign debt problems in the euroarea periphery. In addition banks capital position has been deteriorating due to early repayments by households of their foreign currencydenominated mortgages. These factors may lead to a further tightening of credit supply constraints. The slowdown in global activity concerns about debt sustainability in some euroarea periphery countries and the vulnerability of the financial system point to a weaker outlook for activity in Hungarys export markets which in turn is likely to dampen export growth. Despite the slowdown in external demand exports are likely to remain the main driver of subdued domestic growth over the next two years. Over the past month Hungarian risk premia have remained elevated due mainly to the deteriorating outlook for global growth and the protracted debt crisis of the euro area. The decline in domestic banks capital buffers due to the option for households to repay their foreign currency debt at belowmarket rates represents a significant source of uncertainty in terms of Hungarys risk perceptions. The Monetary Council welcomes the Governments commitment to next years deficit target which if met may contribute to reduced perceptions of the risks associated with the economy. The deteriorating outlook for activity points to disinflationary pressure from the demand side. The increases in VAT and excise duties are likely to boost the consumer price index temporarily. Although the weaker exchange rate and the planned increase in the minimum wage may generate shortterm inflationary pressures subdued inflationary pressures due to weak demand are likely to dominate developments in annual CPI inflation as the impact of cost shocks and the indirect tax increase gradually fades. However there is considerable uncertainty around the degree and time path of disinflation as developments in inflation have been affected by several shocks in the short term. The Monetary Council will therefore monitor particularly carefully the potential spillover impact of these shocks and developments in taxadjusted inflation in addition to the consumer price index. Monetary policy can best support the recovery and contribute to an environment conducive to investment and job creation by maintaining predictability and preserving the stability of prices and the financial system. The risks to the outlook for inflation and financial market developments warrant a waitandsee policy stance. The Monetary Council has therefore decided to leave interest rates unchanged. The abridged minutes of todays Council meeting will be published at p.m. on November. MAGYAR NEMZETI BANK Monetary Council,82,2011
2011-11-29,At its meeting on November the Monetary Council reviewed the latest economic and financial developments and voted to raise the central bank base rate by basis points from to with effect from November. In the Councils judgement economic growth is likely to remain subdued over the next two years with the level of output remaining below its potential throughout the period. The consumer price index will increasingly reflect the disinflationary impact of weak domestic demand after the effects of the indirect tax increases have worn off however the depreciation of the forint in recent months is a threat to meeting the per cent inflation target. Exchange rate depreciation is also increasing the vulnerability of the domestic financial system. The increases in VAT and excise duties are likely to raise the consumer price index significantly in. Fiscal compensation to companies will partly offset the effects of the minimum wage increase. The depreciation of the forint in recent months may lead to a buildup of inflationary pressure even in the medium term. The extent to which companies will be able to pass cost increases on to prices is a source of uncertainty in terms of the future outlook for inflation. The Monetary Council is closely monitoring developments in taxadjusted core inflation in addition to movements in the consumer price index. In the Councils judgement the outlook for Hungarian economic growth is unfavourable. The slowdown in global activity concerns about debt sustainability in some euroarea periphery countries and the vulnerability of the financial system point to a weak outlook in Hungarys export markets which in turn may dampen export growth. Consumption demand is likely to remain persistently low reflecting the protracted balance sheet adjustment by households uncertain income prospects the inflationary impact of indirect tax increases and the weaker exchange rate. Significant fiscal adjustment next year is also likely to act as a brake on domestic demand growth. Domestic lending continues to make little contribution to economic growth. Rolling over shortterm external funding has become more expensive and difficult for Hungarian banks due to the sovereign debt problems in the euroarea periphery. Furthermore the banking sectors capital position has been deteriorating due to losses arising from early repayments by households of foreign currencydenominated mortgages which in turn weakens banks lending capacity. Also the banking sectors willingness to lend is low. These factors may lead to a further tightening in credit supply as confirmed by the Banks latest lending survey. In the current uncertain economic environment the weaker outlook for growth and the tightening in credit conditions are acting as a drag on investment activity. Corporate profitability is expected to deteriorate. As a result corporate investment may fall significantly in which will be only partly offset by a couple of large individual investment projects in manufacturing. The depreciation of the forint and the increase in risk premia have continued over the past month. The deteriorating outlook for global growth the escalating euroarea sovereign debt crisis and growing tensions in the banking sector have been the main factors contributing to these unfavourable developments. All this leads to a deterioration in the outlook for growth in Hungary while creating more unfavourable financing conditions for the country. The adverse impact of the early repayment option for foreign currency borrowers on domestic banks capital position and increasing fiscal sustainability concerns also contributed to the increase in risk premia. The decision by the Government that it would conduct talks with the International Monetary Fund led to only temporary improvement in market sentiment which deteriorated again following the move by Moodys to downgrade Hungarys sovereign debt rating. In this situation the Monetary Council considers it important that an agreement between the Government and the international organisations as well as between the Government and the Banking Association is reached as soon as possible. Monetary policy can best support the recovery and contribute to an environment conducive to investment and job creation by maintaining predictability and preserving the stability of prices and the financial system. The depreciation of the forint in recent months has caused a deterioration in the inflation outlook and increased the need for balance sheet adjustment in the economy. The Monetary Council decided to raise the base rate by basis points in view of the upside risks to inflation and increased perceptions of the risks associated with the economy. If the outlook for inflation and risk perceptions remain persistently unfavourable it may prove necessary to raise interest rates further in the coming months. The abridged minutes of todays Council meeting will be published at p.m. on December. MAGYAR NEMZETI BANK Monetary Council,83,2011
2011-12-20,At its meeting on December the Monetary Council reviewed the latest economic and financial developments and voted to raise the central bank base rate by basis points from to with effect from December. The Monetary Council also reviewed the December issue of the MNBs Quarterly Report on Inflation prepared by Bank staff. In the Councils judgement the Hungarian economy is likely to be stagnant next year with growth expected to resume in. The level of output will remain below its potential over the entire forecast period. The consumer price index may increasingly reflect the disinflationary impact of weak domestic demand as the effects of the indirect tax increases and the exchange rate depreciation wane. The outlook for inflation and growth and the recent increase in perceptions of the risks associated with the economy made it necessary to raise interest rates. Inflation can be brought back to by early by maintaining a tight monetary policy. The increases in VAT and excise duties are likely to raise the consumer price index significantly in. Fiscal compensation will cushion the effect of the minimum wage increase on companies labour costs and therefore it is unlikely to cause considerable inflationary pressure. However the depreciation of the forint in recent months reflecting the increase in perceptions of the risks associated with the economy has led to a deterioration in the inflation outlook. The Monetary Council is closely monitoring developments in taxadjusted core inflation in addition to movements in the consumer price index. In the Councils judgement the outlook for Hungarian economic growth is unfavourable. The slowdown in global growth contractionary fiscal policies aimed at preserving the sustainability of public debts in Europe and the vulnerability of the financial system point to a weak outlook for activity in Hungarys export markets which in turn may dampen export growth. The euroarea debt crisis has made it more expensive for Hungarian banks to roll over their external funding. In the current uncertain economic environment the weaker outlook for growth and tighter credit conditions are acting as a drag on investment activity. As a result corporate investment may fall in which will be only partly offset by a couple of large individual investment projects in manufacturing. The Monetary Council welcomes the agreement between the Government and the Banking Association which is likely to reduce the burden on foreign currency debtors and thereby strengthen bank lending activity. The process of balance sheet adjustment by households is likely to be protracted reflecting the effects of the weak exchange rate. Given the uncertain prospects for income growth and the indirect tax increases consumption is likely to remain persistently low. The Governments measures to ensure that the target for next years budget deficit is met are also likely to act as a significant brake on domestic demand growth but may help reduce perceptions of the risks associated with Hungary. Perceptions of the risks associated with the Hungarian economy have increased recently due to the escalating euroarea sovereign debt crisis the increasing risks faced by the European banking sector the deteriorating outlook for global growth and domestic factors. Higher risk premia and increased financing risks are limiting the potential growth of the economy. In view of the significant uncertainty surrounding the outlook for global and domestic growth and financial markets the Monetary Council considers it important that an agreement between the Government the European Union and the International Monetary Fund is reached as soon as possible in order to reduce financing risks. Monetary policy can best support the recovery by ensuring a predictable economic environment maintaining price stability and preserving the stability of the financial system. The recent depreciation of the forint has led to a deterioration in the inflation outlook and increased the vulnerability of the domestic financial system. The Monetary Council decided to raise the base rate by basis points in view of increased perceptions of the risks associated with the economy and upside risks to inflation. If risk perceptions and the outlook for inflation deteriorate significantly further it may prove necessary to raise interest rates again. The abridged minutes of todays Council meeting will be published at p.m. on January. MAGYAR NEMZETI BANK Monetary Council,84,2011
